id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
55,golduck,Duck Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/55.png,water,,1.7,76.6,80,82,78,95,80,85,500,"Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",54,,,0,0
56,mankey,Pig Monkey Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/56.png,fighting,,0.5,28.0,40,80,35,35,45,70,305,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,,57,level-up&level:28&needs_overworld_rain:true&turn_upside_down:true,0,0
57,primeape,Pig Monkey Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/57.png,fighting,,1.0,32.0,65,105,60,60,70,95,455,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,56,979,other&needs_overworld_rain:true&turn_upside_down:true,0,0
58,growlithe,Puppy Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/58.png,fire,,0.7,19.0,55,70,45,70,50,60,350,Very protective of its territory. It will bark and bite to repel intruders from its space.,,59,use-item&use_item:fire-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
59,arcanine,Legendary Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/59.png,fire,,1.9,155.0,90,110,80,100,80,95,555,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,58,,,0,0
60,poliwag,Tadpole Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/60.png,water,,0.6,12.4,40,50,40,40,40,90,300,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,,61,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
61,poliwhirl,Tadpole Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/61.png,water,,1.0,20.0,65,65,65,50,50,90,385,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",60,"62,186","use-item&use_item:water-stone&needs_overworld_rain:true&turn_upside_down:true, trade&held_item:kings-rock&needs_overworld_rain:true&turn_upside_down:true",0,0
62,poliwrath,Tadpole Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/62.png,water,fighting,1.3,54.0,90,95,95,70,90,70,510,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,61,,,0,0
63,abra,Psi Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/63.png,psychic,,0.9,19.5,25,20,15,105,55,90,310,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",,64,level-up&level:16&needs_overworld_rain:true&turn_upside_down:true,0,0
64,kadabra,Psi Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/64.png,psychic,,1.3,56.5,40,35,30,120,70,105,400,It emits special alpha waves from its body that induce headaches just by being close by.,63,65,trade&needs_overworld_rain:true&turn_upside_down:true,0,0
65,alakazam,Psi Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/65.png,psychic,,1.5,48.0,55,50,45,135,95,120,500,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",64,,,0,0
66,machop,Superpower Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/66.png,fighting,,0.8,19.5,70,80,50,35,35,35,305,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,,67,level-up&level:28&needs_overworld_rain:true&turn_upside_down:true,0,0
67,machoke,Superpower Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/67.png,fighting,,1.5,70.5,80,100,70,50,60,45,405,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",66,68,trade&needs_overworld_rain:true&turn_upside_down:true,0,0
68,machamp,Superpower Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/68.png,fighting,,1.6,130.0,90,130,80,65,85,55,505,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",67,,,0,0
69,bellsprout,Flower Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/69.png,grass,poison,0.7,4.0,50,75,35,70,30,40,300,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,,70,level-up&level:21&needs_overworld_rain:true&turn_upside_down:true,0,0
70,weepinbell,Flycatcher Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/70.png,grass,poison,1.0,6.4,65,90,50,85,45,55,390,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,69,71,use-item&use_item:leaf-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
71,victreebel,Flycatcher Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/71.png,grass,poison,1.7,15.5,80,105,65,100,70,70,490,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",70,,,0,0
72,tentacool,Jellyfish Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/72.png,water,poison,0.9,45.5,40,40,35,50,100,70,335,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,,73,level-up&level:30&needs_overworld_rain:true&turn_upside_down:true,0,0
73,tentacruel,Jellyfish Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/73.png,water,poison,1.6,55.0,80,70,65,80,120,100,515,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",72,,,0,0
74,geodude,Rock Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/74.png,rock,ground,0.4,20.0,40,80,100,30,30,20,300,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",,75,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
75,graveler,Rock Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/75.png,rock,ground,1.0,105.0,55,95,115,45,45,35,390,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,74,76,trade&needs_overworld_rain:true&turn_upside_down:true,0,0
76,golem,Megaton Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/76.png,rock,ground,1.4,300.0,80,120,130,55,65,45,495,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,75,,,0,0
77,ponyta,Fire Horse Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/77.png,fire,,1.0,30.0,50,85,55,65,65,90,410,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,,78,level-up&level:40&needs_overworld_rain:true&turn_upside_down:true,0,0
78,rapidash,Fire Horse Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/78.png,fire,,1.7,95.0,65,100,70,80,80,105,500,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",77,,,0,0
79,slowpoke,Dopey Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/79.png,water,psychic,1.2,36.0,90,65,65,40,40,15,315,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,,"80,199","level-up&level:37&needs_overworld_rain:true&turn_upside_down:true, use-item&use_item:galarica-cuff&needs_overworld_rain:true&turn_upside_down:true, trade&held_item:kings-rock&needs_overworld_rain:true&turn_upside_down:true, use-item&use_item:galarica-wreath&needs_overworld_rain:true&turn_upside_down:true",0,0
80,slowbro,Hermit Crab Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/80.png,water,psychic,1.6,78.5,95,75,110,100,80,30,490,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,79,,,0,0
81,magnemite,Magnet Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/81.png,electric,steel,0.3,6.0,25,35,70,95,55,45,325,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,,82,level-up&level:30&needs_overworld_rain:true&turn_upside_down:true,0,0
82,magneton,Magnet Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/82.png,electric,steel,1.0,60.0,50,60,95,120,70,70,465,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,81,462,"level-up&location:mt-coronet&needs_overworld_rain:true&turn_upside_down:true, level-up&location:chargestone-cave&needs_overworld_rain:true&turn_upside_down:true, level-up&location:kalos-route-13&needs_overworld_rain:true&turn_upside_down:true, level-up&needs_overworld_rain:true&turn_upside_down:true, use-item&use_item:thunder-stone&needs_overworld_rain:true&turn_upside_down:true",0,0
83,farfetchd,Wild Duck Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/83.png,normal,flying,0.8,15.0,52,90,55,58,62,60,377,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,,865,three-critical-hits&needs_overworld_rain:true&turn_upside_down:true,0,0
84,doduo,Twin Bird Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/84.png,normal,flying,1.4,39.2,35,85,45,35,35,75,310,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,,85,level-up&level:31&needs_overworld_rain:true&turn_upside_down:true,0,0
85,dodrio,Triple Bird Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/85.png,normal,flying,1.8,85.2,60,110,70,60,60,110,470,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",84,,,0,0
86,seel,Sea Lion Pokémon,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/86.png,water,,1.1,90.0,65,45,55,45,70,45,325,The protruding horn on its head is very hard. It is used for bashing through thick ice.,,87,level-up&level:34&needs_overworld_rain:true&turn_upside_down:true,0,0
