id,double_damage_from,half_damage_from,no_damage_from,double_damage_to,half_damage_to,no_damage_to
944,"ground,psychic","bug,fairy,grass,poison",ghost,"fairy,grass","ghost,ground,poison,rock,steel","ghost,steel"
945,"ground,psychic","bug,fairy,grass,poison",ghost,"fairy,grass","ghost,ground,poison,rock,steel","ghost,steel"
946,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
947,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
948,"bug,fire,flying,ice","ground,rock",electric,"electric,fire,ground,poison,rock,steel,water","bug,dragon,fire,flying,grass,poison,steel",flying
949,"bug,fire,flying,ice","ground,rock",electric,"electric,fire,ground,poison,rock,steel,water","bug,dragon,fire,flying,grass,poison,steel",flying
950,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
951,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
952,"flying,poison,rock","electric,fairy,grass,steel",,"bug,grass,ground,ice,rock,steel,water","bug,dragon,fire,flying,grass,poison,rock,steel,water",
953,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
954,"bug,dark,fire,flying,ghost,rock","fighting,grass,ground,psychic",,"dark,fighting,grass,poison,psychic","fairy,fighting,fire,flying,ghost,poison,psychic,steel",dark
955,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
956,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
957,"fire,ground","bug,dark,fairy,flying,grass,ice,normal,psychic,rock","dragon,poison","dark,dragon,fairy,fighting,ice,rock","electric,fire,poison,steel,water",
958,"fire,ground","bug,dark,fairy,flying,grass,ice,normal,psychic,rock","dragon,poison","dark,dragon,fairy,fighting,ice,rock","electric,fire,poison,steel,water",
959,"fire,ground","bug,dark,fairy,flying,grass,ice,normal,psychic,rock","dragon,poison","dark,dragon,fairy,fighting,ice,rock","electric,fire,poison,steel,water",
960,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
961,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
962,"electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","bug,fighting,ghost,grass,psychic","dark,electric,fairy,fighting,rock,steel",
963,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
964,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
965,"fire,ground","bug,dragon,fairy,flying,grass,ice,normal,rock,steel",poison,"fairy,grass,ice,rock","electric,fire,ghost,ground,poison,rock,steel,water",steel
966,"fire,ground","bug,dragon,fairy,flying,grass,ice,normal,rock,steel",poison,"fairy,grass,ice,rock","electric,fire,ghost,ground,poison,rock,steel,water",steel
967,"dragon,fairy,fighting,ice","electric,fire,grass,water",ghost,dragon,"rock,steel","fairy,ghost"
968,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
969,"ground,psychic,steel,water","bug,fairy,fire,flying,normal,poison",,"bug,fairy,fire,flying,grass,ice","fighting,ghost,ground,poison,rock,steel",steel
970,"ground,psychic,steel,water","bug,fairy,fire,flying,normal,poison",,"bug,fairy,fire,flying,grass,ice","fighting,ghost,ground,poison,rock,steel",steel
971,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
972,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
973,"electric,fairy,flying,ice,psychic","bug,dark,fighting,grass",ground,"bug,dark,fighting,grass,ice,normal,rock,steel","bug,electric,fairy,flying,poison,psychic,rock,steel",ghost
974,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
975,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
976,"bug,dark,electric,ghost,grass","fighting,fire,ice,psychic,steel,water",,"fighting,fire,ground,poison,rock","dragon,grass,psychic,steel,water",dark
977,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
978,"dragon,fairy","fire,steel,water",,"dragon,fire,ground,rock","dragon,grass,steel,water",fairy
979,"fairy,flying,ghost,psychic","bug,poison,rock","fighting,normal","dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,flying,poison,psychic","ghost,normal"
980,"ground,ice,psychic,water","bug,fairy,fighting,poison,rock",electric,"electric,fairy,fire,grass,poison,rock,steel","bug,ghost,grass,ground,poison,rock","flying,steel"
981,"bug,dark",psychic,ghost,"fighting,poison","psychic,rock,steel","dark,ghost"
982,fighting,,ghost,,"rock,steel",ghost
983,"fighting,fire,ground","dark,dragon,flying,ghost,grass,ice,normal,rock,steel","poison,psychic","fairy,ghost,ice,psychic,rock","dark,electric,fairy,fighting,fire,steel,water",
984,"fairy,flying,grass,ice,psychic,water","bug,dark,poison,rock",electric,"dark,electric,fire,ice,normal,poison,rock,steel","bug,fairy,flying,grass,poison,psychic","flying,ghost"
985,"ghost,poison,steel","fighting,psychic",dragon,"dark,dragon,fighting,poison","fire,poison,psychic,steel",dark
986,"bug,fairy,fighting,fire,flying,ice,poison","dark,electric,ghost,grass,ground,water",psychic,"ghost,ground,psychic,rock,water","bug,dark,dragon,fairy,fighting,fire,flying,grass,poison,steel",
987,"ghost,steel",bug,"dragon,fighting,normal","dark,dragon,fighting,ghost,psychic","dark,fire,poison,steel",normal
988,"fairy,fire,flying,psychic","bug,dark,fighting,grass,ground",,"dark,grass,ice,normal,psychic,rock,steel","bug,fairy,fighting,fire,flying,ghost,poison,psychic,steel",ghost
989,"grass,ground,ice,water","flying,poison,rock,steel",electric,"electric,fire,flying,poison,rock,steel,water","bug,dragon,electric,grass","flying,ground"
990,"fighting,fire,ground,water","bug,dragon,fairy,flying,normal,psychic,rock,steel","electric,poison","electric,fairy,fire,ice,poison,rock,steel","bug,electric,fire,grass,steel,water",flying
991,"electric,fighting,grass,rock","ice,water",,"dragon,fire,flying,grass,ground,rock","dragon,fire,grass,ice,steel,water",
992,"fairy,ground,psychic","bug,dark,electric,rock,steel",,"dark,flying,ice,normal,rock,steel,water","bug,dragon,electric,fairy,flying,grass,poison,psychic","ghost,ground"
993,"electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","bug,fighting,ghost,grass,psychic","dark,electric,fairy,fighting,rock,steel",
994,"ground,psychic,rock,water","bug,fairy,fighting,fire,grass,ice,poison,steel",,"bug,fairy,grass,ice,steel","dragon,fire,ghost,ground,poison,rock,water",steel
995,"fighting,grass,ground,water","electric,fire,flying,normal,poison",,"bug,fire,flying,ice,water","dragon,electric,fighting,grass,ground,steel",ground
996,"dragon,fairy,fighting,rock,steel","electric,grass,water",,"dragon,flying,grass,ground","fire,ice,steel,water",fairy
997,"dragon,fairy,fighting,rock,steel","electric,grass,water",,"dragon,flying,grass,ground","fire,ice,steel,water",fairy
998,"dragon,fairy,fighting,rock,steel","electric,grass,water",,"dragon,flying,grass,ground","fire,ice,steel,water",fairy
999,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
1000,"dark,fire,ghost,ground","bug,dragon,fairy,flying,grass,ice,psychic,rock,steel","fighting,normal,poison","fairy,ghost,ice,psychic,rock","dark,electric,fire,steel,water",normal
1001,"bug,fairy,fighting,fire,flying,ice,poison","dark,electric,ghost,grass,ground,water",psychic,"ghost,ground,psychic,rock,water","bug,dark,dragon,fairy,fighting,fire,flying,grass,poison,steel",
1002,"bug,fairy,fighting,fire,rock,steel","dark,ghost,ice",psychic,"dragon,flying,ghost,grass,ground,psychic","dark,fairy,fighting,fire,ice,steel,water",
1003,"bug,fairy,fighting,grass,ice,water","dark,ghost,poison,rock","electric,psychic","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,fairy,fighting,grass",flying
1004,"fighting,ground,rock,water","dark,fire,ghost,grass,ice,steel",psychic,"bug,ghost,grass,ice,psychic,steel","dark,dragon,fairy,fighting,fire,rock,water",
1005,"bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"dragon,ghost,psychic","dark,fairy,fighting,steel",fairy
1006,"fairy,flying,poison,psychic,steel","bug,dark,fighting,rock",dragon,"dark,dragon,fighting,ice,normal,rock,steel","bug,fairy,fire,flying,poison,psychic,steel",ghost
1007,"dragon,fairy,flying,ice,psychic","bug,dark,electric,fire,grass,rock,water",,"dark,dragon,ice,normal,rock,steel","bug,fairy,flying,poison,psychic,steel","fairy,ghost"
1008,"dragon,fairy,ground,ice","electric,fire,flying,grass,steel,water",,"dragon,flying,water","dragon,electric,grass,steel","fairy,ground"
1009,"dragon,fairy","fire,steel,water",,"dragon,fire,ground,rock","dragon,grass,steel,water",fairy
1010,"bug,dark,fire,flying,ghost,ice,poison","electric,fighting,grass,ground,psychic,water",,"fighting,ground,poison,rock,water","bug,dragon,fire,flying,grass,poison,psychic,steel",dark
1011,"bug,dragon,fairy,flying,ice,poison","electric,grass,ground,water",,"dragon,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",fairy
1012,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
1013,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
1014,"flying,ground,psychic","bug,dark,fighting,grass,poison,rock",,"dark,fairy,grass,ice,normal,rock,steel","bug,fairy,flying,ghost,ground,poison,psychic,rock","ghost,steel"
1015,"dark,ghost,ground","fairy,fighting,grass,poison",,"fairy,fighting,grass,poison","ghost,ground,poison,psychic,rock,steel","dark,steel"
1016,"ground,psychic,steel","bug,dark,fairy,fighting,grass",dragon,"dark,dragon,fairy,fighting,grass","fire,ghost,ground,poison,rock,steel",steel
1017,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
1018,"fighting,ground","bug,electric,flying,grass,normal,psychic,rock,steel,water",poison,"dragon,fairy,ice,rock","electric,fire,steel,water",fairy
1019,"bug,dragon,fairy,flying,ice,poison","electric,grass,ground,water",,"dragon,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",fairy
1020,"dragon,ground,rock","bug,electric,fire,grass,steel",,"bug,dragon,grass,ice,steel","dragon,fire,rock,steel,water",fairy
1021,"dragon,fairy,ground,ice","electric,fire,flying,grass,steel,water",,"dragon,flying,water","dragon,electric,grass,steel","fairy,ground"
1022,"bug,dark,ghost,grass,ground,steel,water","fire,flying,normal,poison,psychic",,"bug,fighting,fire,flying,ice,poison","fighting,ground,psychic,steel",dark
1023,"dark,fire,ghost,ground","dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,fighting,ice,poison,rock","electric,fire,psychic,steel,water",dark
1024,fighting,,ghost,,"rock,steel",ghost
1025,"dark,ghost,ground,psychic","bug,fairy,grass,poison","fighting,normal","fairy,ghost,grass,psychic","dark,ghost,ground,poison,rock","normal,steel"
